,date,mean_temp,total_rain,total_snow,max_gust,gust_type
2141,2022-11-12,6.9,0.6,0.0,51.0,Galey
2142,2022-11-13,1.3,0.0,0.2,42.0,Breezy
2143,2022-11-14,1.2,0.0,0.0,33.0,Breezy
2144,2022-11-15,-0.7,0.0,4.2,40.0,Breezy
2145,2022-11-16,-0.1,0.0,5.0,,
2146,2022-11-17,-1.1,0.0,0.4,49.0,Breezy
2147,2022-11-18,-0.7,0.0,0.0,57.0,Galey
2148,2022-11-19,-3.3,0.0,0.4,51.0,Galey
2149,2022-11-20,-5.5,0.0,1.8,66.0,Galey
2150,2022-11-21,-0.3,0.0,0.0,64.0,Galey
2151,2022-11-22,1.5,0.0,0.0,,
2152,2022-11-23,2.5,0.0,0.0,,
2153,2022-11-24,3.6,0.0,0.0,,
2154,2022-11-25,3.8,0.2,0.0,67.0,Galey
2155,2022-11-26,6.6,0.0,0.0,41.0,Breezy
2156,2022-11-27,4.5,5.0,0.0,49.0,Breezy
2157,2022-11-28,2.2,0.0,0.0,45.0,Breezy
2158,2022-11-29,3.8,0.0,0.0,44.0,Breezy
2159,2022-11-30,3.5,12.2,1.0,76.0,Galey
2160,2022-12-01,-0.7,0.0,0.0,53.0,Galey
2161,2022-12-02,2.0,2.8,0.0,37.0,Breezy
2162,2022-12-03,5.0,8.2,0.0,89.0,Stormy
2163,2022-12-04,-1.2,0.0,0.0,39.0,Breezy
2164,2022-12-05,2.5,0.0,0.0,40.0,Breezy
2165,2022-12-06,5.4,0.6,0.0,,
2166,2022-12-07,5.3,0.2,0.0,36.0,Breezy
2167,2022-12-08,1.6,0.0,0.0,34.0,Breezy
2168,2022-12-09,-1.4,0.0,0.0,34.0,Breezy
2169,2022-12-10,-3.0,0.0,0.0,40.0,Breezy
2170,2022-12-11,-2.3,0.0,5.2,32.0,Breezy
2171,2022-12-12,-4.7,0.0,0.0,,
2172,2022-12-13,-4.8,0.0,0.0,,
2173,2022-12-14,-4.3,0.0,0.0,34.0,Breezy
2174,2022-12-15,0.0,23.8,5.0,61.0,Galey
2175,2022-12-16,1.1,2.8,0.4,39.0,Breezy
2176,2022-12-17,-0.7,0.0,0.0,39.0,Breezy
2177,2022-12-18,-1.3,0.0,1.2,56.0,Galey
2178,2022-12-19,-0.7,0.0,0.0,49.0,Breezy
2179,2022-12-20,-1.1,0.0,0.0,,
2180,2022-12-21,-2.9,0.0,0.0,,
2181,2022-12-22,0.2,9.8,0.0,49.0,Breezy
2182,2022-12-23,-4.9,9.2,2.0,82.0,Galey
2183,2022-12-24,-12.0,0.0,0.0,81.0,Galey
2184,2022-12-25,-7.0,0.0,0.2,72.0,Galey
2185,2022-12-26,-7.4,0.0,0.0,49.0,Breezy
2186,2022-12-27,-4.3,0.0,0.0,36.0,Breezy
2187,2022-12-28,1.6,0.0,0.0,38.0,Breezy
2188,2022-12-29,5.8,0.0,0.0,46.0,Breezy
2189,2022-12-30,10.7,5.8,0.0,42.0,Breezy
2190,2022-12-31,6.2,18.6,0.0,41.0,Breezy
